SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,field_length,field_width,field_diag,sample_ms,transect_length ,transect_width,transect_diag,sample_x,sample_y,"x,y",x_ms,y_ms,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,fertility,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC,h_TN,h_TC,moisture_content,dh_TN,dh_TC
4_demultiplex.bc1015--bc1044.hifi_reads,E3,1,farmer_kit,5RW.02,5RW.2.243.FK,243,SFK,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,NA,NA,NA,,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1015--bc1045.hifi_reads,E4,1,sample,8HQ.02,8HQ.02.05,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,5,5,"5,5",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1015--bc1054.hifi_reads,E5,1,sample,8HQ.02,8HQ.02.13,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,3,8,"3,8",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1015--bc1056.hifi_reads,E6,1,sample,9JA.01,9JA.01.01,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,1,1,"1,1",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1015--bc1057.hifi_reads,E7,1,sample,9JA.01,9JA.01.09,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,9,9,"9,9",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1015--bc1059.hifi_reads,E8,1,sample,9JA.01,9JA.01.17,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,7,4,"7,4",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1015--bc1060.hifi_reads,E9,1,sample,5RW.01,5RW.01.04,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,4,4,"4,4",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1015--bc1062.hifi_reads,E10,1,sample,5RW.01,5RW.01.12,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,2,9,"2,9",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1015--bc1065.hifi_reads,E11,1,sample,5RW.01,5RW.01.20,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,10,1,"10,1",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1015--bc1075.hifi_reads,E12,1,gt_control,S2,S2,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_demultiplex.bc1020--bc1033.hifi_reads,F1,1,sample,5RW.02,5RW.02.06,NA,NA,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,6,6,"6,6",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1020--bc1035.hifi_reads,F2,1,sample,5RW.02,5RW.02.14,NA,NA,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,4,7,"4,7",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1020--bc1044.hifi_reads,F3,1,sample,4EH.02,4EH.02.19,NA,NA,51.883353,-0.82113,787.6,379.2,800.86,85,751.69,361.65,850,9,2,"9,9",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
4_demultiplex.bc1020--bc1045.hifi_reads,F4,1,sample,8HQ.02,8HQ.02.06,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,6,6,"6,6",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1020--bc1054.hifi_reads,F5,1,sample,8HQ.02,8HQ.02.14,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,4,7,"4,7",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1020--bc1056.hifi_reads,F6,1,sample,9JA.01,9JA.01.02,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,2,2,"2,2",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1020--bc1057.hifi_reads,F7,1,sample,9JA.01,9JA.01.10,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,10,10,"10,10",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1020--bc1059.hifi_reads,F8,1,sample,9JA.01,9JA.01.18,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,8,3,"8,3",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1020--bc1060.hifi_reads,F9,1,sample,5RW.01,5RW.01.05,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,5,5,"5,5",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1020--bc1062.hifi_reads,F10,1,sample,5RW.01,5RW.01.13,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,3,8,"3,8",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1020--bc1065.hifi_reads,F11,1,farmer_kit,5RW.01,5RW.1.244.FK,244,SFK,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,NA,NA,NA,,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1020--bc1075.hifi_reads,F12,1,gt_control,S3,S3,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_demultiplex.bc1022--bc1033.hifi_reads,G1,1,sample,5RW.02,5RW.02.07,NA,NA,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,7,7,"7,7",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1022--bc1035.hifi_reads,G2,1,sample,5RW.02,5RW.02.15,NA,NA,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,5,6,"5,6",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1022--bc1044.hifi_reads,G3,1,sample,4EH.02,4EH.02.20,NA,NA,51.883353,-0.82113,787.6,379.2,800.86,85,751.69,361.65,850,10,1,"10,10",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
4_demultiplex.bc1022--bc1045.hifi_reads,G4,1,sample,8HQ.02,8HQ.02.07,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,7,7,"7,7",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1022--bc1054.hifi_reads,G5,1,sample,8HQ.02,8HQ.02.15,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,5,6,"5,6",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1022--bc1056.hifi_reads,G6,1,sample,9JA.01,9JA.01.03,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,3,3,"3,3",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1022--bc1057.hifi_reads,G7,1,sample,9JA.01,9JA.01.11,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,1,10,"1,10",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1022--bc1059.hifi_reads,G8,1,sample,9JA.01,9JA.01.19,NA,NA,51.368146,-2.440479,307.25,198.8,328.18,30,265.89,194.27,300,9,2,"9,2",,,16,7,2024,01/01/2024,16/07/2024,197,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,7.5,21.4,135,79,19.4,2873.7,3.3,5.8,95.7,206.6,60.3,0,0.5,20.2,0.647,6.51,5.51,0.682,6.87
4_demultiplex.bc1022--bc1060.hifi_reads,G9,1,sample,5RW.01,5RW.01.06,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,6,6,"6,6",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1022--bc1062.hifi_reads,G10,1,sample,5RW.01,5RW.01.14,NA,NA,52.90557,0.561505,564.56,544.85,499.09,47,545.57,532.81,470,4,7,"4,7",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,spring_barley,NA,sugar_beet,NA,winter_wheat,NA,potato,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Tillage,Loamy,lime-rich,7.9,32.8,230,55,9.5,1944.8,3.8,8.3,194.5,149.4,60.8,0,0.9,14.2,0.133,1.39,1.33,0.134,1.41
4_demultiplex.bc1022--bc1065.hifi_reads,G11,1,sample,9JG.01,9JG.01.01,NA,NA,50.839038,-2.088601,590.81,496.35,684.94,65,573.56,477.75,650,1,1,"1,1",,,15,7,2024,01/01/2024,15/07/2024,196,OSR,NA,spring_barley,NA,spring_barley,NA,winter_barley,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,Yes,No,No tillage,Loamy,lime-rich,8,17.8,85,24,17.8,2286.6,2,5.7,21.9,17.4,29.2,0,0,15.5,0.327,10.21,2.37,0.335,10.45
4_demultiplex.bc1022--bc1075.hifi_reads,G12,1,internal_control,EMPTY,EMPTY,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_demultiplex.bc1024--bc1033.hifi_reads,H1,1,sample,5RW.02,5RW.02.08,NA,NA,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,8,8,"8,8",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1024--bc1035.hifi_reads,H2,1,sample,5RW.02,5RW.02.16,NA,NA,52.900938,0.57231,379.13,344.74,478.06,43,352.36,333.07,430,6,5,"6,5",,,2,7,2024,01/01/2024,07/02/2024,183,OSR,NA,winter_barley,NA,winter_wheat,NA,sugar_beet,NA,winter_barley,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Tillage,Loamy,lime-rich,6.7,36.4,231,65,11.3,1678.3,3.6,7.3,121,376.9,76.6,0,0.8,13.5,0.118,1.26,1.06,0.12,1.28
4_demultiplex.bc1024--bc1044.hifi_reads,H3,1,farmer_kit,4EH.02,4EH.2.249.FK,249,SFK,51.883353,-0.82113,787.6,379.2,800.86,85,751.69,361.65,850,NA,NA,NA,,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
4_demultiplex.bc1024--bc1045.hifi_reads,H4,1,sample,8HQ.02,8HQ.02.08,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,8,8,"8,8",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
4_demultiplex.bc1024--bc1054.hifi_reads,H5,1,sample,8HQ.02,8HQ.02.16,NA,NA,53.11209,0.05528,404.43,199.57,409.41,40,376.09,179.71,400,6,5,"6,5",,,8,8,2024,01/01/2024,08/08/2024,220,group_2,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,29.4,330,309,20.8,3178.2,9.6,4.8,76.4,405.3,59,0,0.7,26.1,0.467,6.18,4.72,0.489,6.47
