SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,field_length,field_width,field_diag,sample_ms,sample_x,sample_y,"x,y",x_ms,y_ms,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,fertility,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC,h_TN,h_TC,moisture_content,dh_TN,dh_TC
3_demultiplex.bc1012--bc1096.hifi_reads,D5,1,sample,6TH.01,6TH.01.02,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,2,2,"2,2",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1012--bc1098.hifi_reads,D6,1,sample,6TH.01,6TH.01.10,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,10,10,"10,10",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1012--bc1100.hifi_reads,D7,1,sample,6TH.01,6TH.01.18,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,8,3,"8,3",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1012--bc1101.hifi_reads,D8,1,sample,6TH.02,6TH.02.05,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,5,5,"5,5",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1012--bc1105.hifi_reads,D9,1,sample,6TH.02,6TH.02.13,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,3,8,"3,8",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1012--bc1107.hifi_reads,D10,1,farmer_kit,6TH.02,6TH.2.238.FK,238,SFK,51.475886,-0.894541,264.03,197.85,291.79,NA,NA,NA,NA,,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1012--bc1110.hifi_reads,D11,1,sample,4EH.02,4EH.02.08,NA,NA,51.883353,-0.82113,751.69,361.65,855.19,80,8,8,"8,8",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
3_demultiplex.bc1012--bc1112.hifi_reads,D12,1,gt_control,S1,S1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_demultiplex.bc1015--bc1076.hifi_reads,E1,1,sample,2AY.02,2AY.02.15,NA,NA,53.17083,-0.3737,958.48,304.35,954.56,87,5,6,"5,6",,,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,Peaty,low to high,7.3,14.8,307,270,15.9,3857.9,5.7,5.6,60.6,412.8,94.3,0,0.4,29.4,0.621,8.18,5.86,0.658,8.66
3_demultiplex.bc1015--bc1082.hifi_reads,E2,1,sample,2JJ.02,2JJ.02.02,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,2,2,"2,2",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1015--bc1083.hifi_reads,E3,1,sample,2JJ.02,2JJ.02.10,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,10,10,"10,10",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1015--bc1089.hifi_reads,E4,1,sample,2JJ.02,2JJ.02.18,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,8,3,"8,3",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1015--bc1096.hifi_reads,E5,1,sample,6TH.01,6TH.01.03,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,3,3,"3,3",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1015--bc1098.hifi_reads,E6,1,sample,6TH.01,6TH.01.11,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,1,10,"1,10",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1015--bc1100.hifi_reads,E7,1,sample,6TH.01,6TH.01.19,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,9,2,"9,2",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1015--bc1101.hifi_reads,E8,1,sample,6TH.02,6TH.02.06,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,6,6,"6,6",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1015--bc1105.hifi_reads,E9,1,sample,6TH.02,6TH.02.14,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,4,7,"4,7",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1015--bc1107.hifi_reads,E10,1,sample,4EH.02,4EH.02.01,NA,NA,51.883353,-0.82113,751.69,361.65,855.19,80,1,1,"1,1",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
3_demultiplex.bc1015--bc1110.hifi_reads,E11,1,sample,4EH.02,4EH.02.09,NA,NA,51.883353,-0.82113,751.69,361.65,855.19,80,9,9,"9,9",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
3_demultiplex.bc1015--bc1112.hifi_reads,E12,1,gt_control,S2,S2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_demultiplex.bc1020--bc1076.hifi_reads,F1,1,sample,2AY.02,2AY.02.16,NA,NA,53.17083,-0.3737,958.48,304.35,954.56,87,6,5,"6,5",,,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,Peaty,low to high,7.3,14.8,307,270,15.9,3857.9,5.7,5.6,60.6,412.8,94.3,0,0.4,29.4,0.621,8.18,5.86,0.658,8.66
3_demultiplex.bc1020--bc1082.hifi_reads,F2,1,sample,2JJ.02,2JJ.02.03,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,3,3,"3,3",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1020--bc1083.hifi_reads,F3,1,sample,2JJ.02,2JJ.02.11,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,1,10,"1,10",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1020--bc1089.hifi_reads,F4,1,sample,2JJ.02,2JJ.02.19,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,9,2,"9,2",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1020--bc1096.hifi_reads,F5,1,sample,6TH.01,6TH.01.04,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,4,4,"4,4",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1020--bc1098.hifi_reads,F6,1,sample,6TH.01,6TH.01.12,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,2,9,"2,9",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1020--bc1100.hifi_reads,F7,1,sample,6TH.01,6TH.01.20,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,10,1,"10,1",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1020--bc1101.hifi_reads,F8,1,sample,6TH.02,6TH.02.07,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,7,7,"7,7",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1020--bc1105.hifi_reads,F9,1,sample,6TH.02,6TH.02.15,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,5,6,"5,6",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
3_demultiplex.bc1020--bc1107.hifi_reads,F10,1,sample,4EH.02,4EH.02.02,NA,NA,51.883353,-0.82113,751.69,361.65,855.19,80,2,2,"2,2",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
3_demultiplex.bc1020--bc1110.hifi_reads,F11,1,sample,4EH.02,4EH.02.10,NA,NA,51.883353,-0.82113,751.69,361.65,855.19,80,10,10,"10,10",,,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_oats,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No tillage,Loamy,lime-rich,7.7,67.6,659,112,21.5,2856.1,3,7.2,37.2,227.3,82.8,0,0.2,22.3,0.403,4.17,4.15,0.42,4.35
3_demultiplex.bc1020--bc1112.hifi_reads,F12,1,gt_control,S3,S3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_demultiplex.bc1022--bc1076.hifi_reads,G1,1,sample,2AY.02,2AY.02.17,NA,NA,53.17083,-0.3737,958.48,304.35,954.56,87,7,4,"7,4",,,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,Peaty,low to high,7.3,14.8,307,270,15.9,3857.9,5.7,5.6,60.6,412.8,94.3,0,0.4,29.4,0.621,8.18,5.86,0.658,8.66
3_demultiplex.bc1022--bc1082.hifi_reads,G2,1,sample,2JJ.02,2JJ.02.04,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,4,4,"4,4",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1022--bc1083.hifi_reads,G3,1,sample,2JJ.02,2JJ.02.12,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,2,9,"2,9",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1022--bc1089.hifi_reads,G4,1,sample,2JJ.02,2JJ.02.20,NA,NA,53.60575,-1.501528,334.04,276.92,401.61,35,10,1,"10,1",,,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,Loamy,low,6.8,21.6,156,61,9.4,1421.7,6.2,6.3,87.8,279.3,79.2,0,0.5,11.2,0.218,2.95,1.7,0.221,3
3_demultiplex.bc1022--bc1096.hifi_reads,G5,1,sample,6TH.01,6TH.01.05,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,5,5,"5,5",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1022--bc1098.hifi_reads,G6,1,sample,6TH.01,6TH.01.13,NA,NA,51.482467,-0.887181,536.41,206.26,557.12,50,3,8,"3,8",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1022--bc1100.hifi_reads,G7,1,farmer_kit,6TH.01,6TH.1.239.FK,239,SFK,51.482467,-0.887181,536.41,206.26,557.12,NA,NA,NA,NA,,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy and clayey,moderate,7,36.2,112,36,9.7,1827.6,4.2,5.7,62.1,287.1,28.5,0,0.5,12.7,0.096,1.19,1.25,0.097,1.2
3_demultiplex.bc1022--bc1101.hifi_reads,G8,1,sample,6TH.02,6TH.02.08,NA,NA,51.475886,-0.894541,264.03,197.85,291.79,25,8,8,"8,8",,,22,7,2024,01/01/2024,22/07/2024,203,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,Loamy,low,6.4,88.4,19.5,54,11.8,1872.1,6.8,14.8,64.9,479.4,42,0,0.4,15.8,0.183,2.08,1.59,0.186,2.11
